,Unnamed: 0,Equipe_Dom,Equipe_Ext,Score,Journee,Region
162,162,Guipry/Messac,Pontivy,1 - 4,24,Bretagne
163,163,Lannion,Stade Rennais 2,0 - 1,24,Bretagne
164,164,Locminé,Tregunc,6 - 2,24,Bretagne
165,165,Pontivy,Brest (2),4 - 1,24,Bretagne
166,166,St-Brieuc 2,Plouzané,5 - 1,24,Bretagne
167,167,TA Rennes,Fougères,0 - 1,24,Bretagne
168,168,Dinan/Lehon,Brest (2),2 - 4,25,Bretagne
169,169,Pontivy,Lannion,3 - 1,25,Bretagne
170,170,Fougères,Pontivy,2 - 0,25,Bretagne
171,171,Guipry/Messac,Tregunc,4 - 1,25,Bretagne
172,172,Locminé,Stade Rennais 2,1 - 3,25,Bretagne
173,173,Plouzané,Saint-P. Milizac,2 - 5,25,Bretagne
174,174,TA Rennes,St-Brieuc 2,4 - 2,25,Bretagne
175,175,Brest (2),Locminé,3 - 5,26,Bretagne
176,176,Lannion,Dinan/Lehon,0 - 2,26,Bretagne
177,177,Pontivy,Pontivy,1 - 0,26,Bretagne
178,178,Saint-P. Milizac,Guipry/Messac,4 - 0,26,Bretagne
179,179,Stade Rennais 2,Plouzané,4 - 2,26,Bretagne
180,180,St-Brieuc 2,Fougères,0 - 4,26,Bretagne
181,181,Tregunc,TA Rennes,0 - 3,26,Bretagne
0,0,Les Ulis,Aubervilliers,0 - 2,1,Paris IDF
1,1,Paris FC 2,Les Mureaux,1 - 0,1,Paris IDF
2,2,Drancy,Colombes,2 - 0,1,Paris IDF
3,3,Ivry,Créteil 2,2 - 1,1,Paris IDF
4,4,Linas-Monthléry,Paris SG 2,2 - 3,1,Paris IDF
5,5,Mantois 78,Blanc-Mesnil,0 - 1,1,Paris IDF
6,6,Brétigny,Meaux,1 - 1,1,Paris IDF
7,7,Colombes,Les Ulis,2 - 3,2,Paris IDF
8,8,Aubervilliers,Paris FC 2,0 - 0,2,Paris IDF
9,9,Créteil 2,Blanc-Mesnil,1 - 1,2,Paris IDF
10,10,Ivry,Brétigny,2 - 3,2,Paris IDF
11,11,Meaux,Drancy,2 - 2,2,Paris IDF
12,12,Paris SG 2,Mantois 78,1 - 1,2,Paris IDF
13,13,Les Mureaux,Linas-Monthléry,3 - 2,2,Paris IDF
14,14,Les Ulis,Meaux,0 - 1,3,Paris IDF
15,15,Paris FC 2,Colombes,1 - 2,3,Paris IDF
16,16,Blanc-Mesnil,Paris SG 2,3 - 1,3,Paris IDF
17,17,Drancy,Ivry,1 - 2,3,Paris IDF
18,18,Linas-Monthléry,Aubervilliers,2 - 0,3,Paris IDF
19,19,Mantois 78,Les Mureaux,1 - 0,3,Paris IDF
20,20,Brétigny,Créteil 2,1 - 0,3,Paris IDF
21,21,Colombes,Linas-Monthléry,3 - 1,4,Paris IDF
22,22,Aubervilliers,Mantois 78,1 - 1,4,Paris IDF
23,23,Créteil 2,Paris SG 2,0 - 1,4,Paris IDF
24,24,Ivry,Les Ulis,3 - 0,4,Paris IDF
25,25,Meaux,Paris FC 2,0 - 1,4,Paris IDF
26,26,Brétigny,Drancy,2 - 1,4,Paris IDF
27,27,Les Mureaux,Blanc-Mesnil,2 - 0,4,Paris IDF
28,28,Les Ulis,Brétigny,1 - 3,5,Paris IDF
29,29,Paris FC 2,Ivry,2 - 3,5,Paris IDF
30,30,Blanc-Mesnil,Aubervilliers,0 - 0,5,Paris IDF
31,31,Drancy,Créteil 2,0 - 0,5,Paris IDF
32,32,Linas-Monthléry,Meaux,2 - 0,5,Paris IDF
33,33,Mantois 78,Colombes,2 - 6,5,Paris IDF
34,34,Paris SG 2,Les Mureaux,2 - 0,5,Paris IDF
35,35,Aubervilliers,Paris SG 2,0 - 2,6,Paris IDF
36,36,Créteil 2,Les Mureaux,4 - 0,6,Paris IDF
37,37,Drancy,Les Ulis,3 - 0,6,Paris IDF
38,38,Ivry,Linas-Monthléry,1 - 2,6,Paris IDF
39,39,Meaux,Mantois 78,1 - 1,6,Paris IDF
40,40,Brétigny,Paris FC 2,0 - 1,6,Paris IDF
41,41,Colombes,Blanc-Mesnil,4 - 1,6,Paris IDF
42,42,Les Ulis,Créteil 2,2 - 0,7,Paris IDF
43,43,Paris FC 2,Drancy,1 - 1,7,Paris IDF
44,44,Blanc-Mesnil,Meaux,0 - 0,7,Paris IDF
45,45,Linas-Monthléry,Brétigny,2 - 3,7,Paris IDF
46,46,Mantois 78,Ivry,2 - 2,7,Paris IDF
47,47,Paris SG 2,Colombes,1 - 2,7,Paris IDF
48,48,Les Mureaux,Aubervilliers,0 - 1,7,Paris IDF
49,49,Colombes,Les Mureaux,1 - 0,8,Paris IDF
50,50,Les Ulis,Paris FC 2,1 - 2,8,Paris IDF
51,51,Créteil 2,Aubervilliers,2 - 2,8,Paris IDF
52,52,Drancy,Linas-Monthléry,0 - 1,8,Paris IDF
53,53,Ivry,Blanc-Mesnil,1 - 1,8,Paris IDF
54,54,Meaux,Paris SG 2,0 - 2,8,Paris IDF
55,55,Brétigny,Mantois 78,1 - 1,8,Paris IDF
56,56,Aubervilliers,Colombes,1 - 1,9,Paris IDF
57,57,Paris FC 2,Créteil 2,2 - 2,9,Paris IDF
58,58,Blanc-Mesnil,Brétigny,4 - 0,9,Paris IDF
59,59,Linas-Monthléry,Les Ulis,2 - 1,9,Paris IDF
60,60,Mantois 78,Drancy,3 - 2,9,Paris IDF
61,61,Les Mureaux,Meaux,2 - 2,9,Paris IDF
62,62,Paris SG 2,Ivry,3 - 2,9,Paris IDF
63,63,Paris FC 2,Linas-Monthléry,1 - 2,10,Paris IDF
64,64,Créteil 2,Colombes,1 - 2,10,Paris IDF
65,65,Drancy,Blanc-Mesnil,0 - 2,10,Paris IDF
66,66,Ivry,Les Mureaux,0 - 1,10,Paris IDF
67,67,Meaux,Aubervilliers,1 - 1,10,Paris IDF
68,68,Brétigny,Paris SG 2,4 - 3,10,Paris IDF
69,69,Les Ulis,Mantois 78,2 - 1,10,Paris IDF
70,70,Colombes,Meaux,1 - 0,11,Paris IDF
71,71,Aubervilliers,Ivry,1 - 1,11,Paris IDF
72,72,Blanc-Mesnil,Les Ulis,3 - 2,11,Paris IDF
73,73,Linas-Monthléry,Créteil 2,1 - 0,11,Paris IDF
74,74,Mantois 78,Paris FC 2,0 - 1,11,Paris IDF
75,75,Paris SG 2,Drancy,2 - 0,11,Paris IDF
76,76,Les Mureaux,Brétigny,2 - 1,11,Paris IDF
77,77,Les Ulis,Paris SG 2,1 - 1,12,Paris IDF
78,78,Paris FC 2,Blanc-Mesnil,1 - 1,12,Paris IDF
79,79,Créteil 2,Meaux,2 - 1,12,Paris IDF
80,80,Drancy,Les Mureaux,0 - 0,12,Paris IDF
81,81,Ivry,Colombes,2 - 5,12,Paris IDF
82,82,Linas-Monthléry,Mantois 78,1 - 1,12,Paris IDF
83,83,Brétigny,Aubervilliers,2 - 0,12,Paris IDF
84,84,Colombes,Brétigny,2 - 2,13,Paris IDF
85,85,Aubervilliers,Drancy,3 - 0,13,Paris IDF
86,86,Blanc-Mesnil,Linas-Monthléry,2 - 1,13,Paris IDF
87,87,Créteil 2,Mantois 78,1 - 1,13,Paris IDF
88,88,Meaux,Ivry,0 - 3,13,Paris IDF
89,89,Paris SG 2,Paris FC 2,2 - 0,13,Paris IDF
90,90,Les Mureaux,Les Ulis,1 - 1,13,Paris IDF
91,91,Les Ulis,Colombes,0 - 2,14,Paris IDF
92,92,Paris FC 2,Aubervilliers,6 - 2,14,Paris IDF
93,93,Blanc-Mesnil,Créteil 2,2 - 0,14,Paris IDF
94,94,Drancy,Meaux,1 - 0,14,Paris IDF
95,95,Linas-Monthléry,Les Mureaux,0 - 3,14,Paris IDF
96,96,Mantois 78,Paris SG 2,0 - 0,14,Paris IDF
97,97,Brétigny,Ivry,1 - 1,14,Paris IDF
98,98,Colombes,Paris FC 2,0 - 0,15,Paris IDF
99,99,Aubervilliers,Linas-Monthléry,2 - 1,15,Paris IDF
100,100,Créteil 2,Brétigny,1 - 1,15,Paris IDF
101,101,Ivry,Drancy,1 - 5,15,Paris IDF
102,102,Meaux,Les Ulis,2 - 0,15,Paris IDF
103,103,Paris SG 2,Blanc-Mesnil,2 - 2,15,Paris IDF
104,104,Les Mureaux,Mantois 78,0 - 0,15,Paris IDF
105,105,Les Ulis,Ivry,3 - 1,16,Paris IDF
106,106,Paris FC 2,Meaux,3 - 0,16,Paris IDF
107,107,Blanc-Mesnil,Les Mureaux,2 - 0,16,Paris IDF
108,108,Drancy,Brétigny,3 - 1,16,Paris IDF
109,109,Linas-Monthléry,Colombes,0 - 1,16,Paris IDF
110,110,Mantois 78,Aubervilliers,0 - 2,16,Paris IDF
111,111,Paris SG 2,Créteil 2,1 - 2,16,Paris IDF
112,112,Colombes,Mantois 78,1 - 0,17,Paris IDF
113,113,Aubervilliers,Blanc-Mesnil,0 - 0,17,Paris IDF
114,114,Créteil 2,Drancy,0 - 0,17,Paris IDF
115,115,Ivry,Paris FC 2,1 - 2,17,Paris IDF
116,116,Meaux,Linas-Monthléry,0 - 0,17,Paris IDF
117,117,Brétigny,Les Ulis,0 - 1,17,Paris IDF
118,118,Les Mureaux,Paris SG 2,3 - 1,17,Paris IDF
119,119,Les Ulis,Drancy,0 - 3,18,Paris IDF
120,120,Paris FC 2,Brétigny,3 - 2,18,Paris IDF
121,121,Blanc-Mesnil,Colombes,0 - 3,18,Paris IDF
122,122,Linas-Monthléry,Ivry,2 - 1,18,Paris IDF
123,123,Mantois 78,Meaux,0 - 0,18,Paris IDF
124,124,Paris SG 2,Aubervilliers,0 - 1,18,Paris IDF
125,125,Les Mureaux,Créteil 2,0 - 1,18,Paris IDF
126,126,Colombes,Paris SG 2,5 - 0,19,Paris IDF
127,127,Aubervilliers,Les Mureaux,3 - 0,19,Paris IDF
128,128,Créteil 2,Les Ulis,2 - 0,19,Paris IDF
129,129,Drancy,Paris FC 2,1 - 0,19,Paris IDF
130,130,Ivry,Mantois 78,0 - 0,19,Paris IDF
131,131,Meaux,Blanc-Mesnil,0 - 2,19,Paris IDF
132,132,Brétigny,Linas-Monthléry,0 - 0,19,Paris IDF
133,133,Paris FC 2,Les Ulis,3 - 1,20,Paris IDF
134,134,Aubervilliers,Créteil 2,2 - 1,20,Paris IDF
135,135,Blanc-Mesnil,Ivry,0 - 2,20,Paris IDF
136,136,Linas-Monthléry,Drancy,1 - 1,20,Paris IDF
137,137,Mantois 78,Brétigny,0 - 1,20,Paris IDF
138,138,Les Mureaux,Colombes,0 - 2,20,Paris IDF
139,139,Paris SG 2,Meaux,1 - 1,20,Paris IDF
140,140,Colombes,Aubervilliers,5 - 1,21,Paris IDF
141,141,Créteil 2,Paris FC 2,0 - 2,21,Paris IDF
142,142,Drancy,Mantois 78,0 - 3,21,Paris IDF
143,143,Ivry,Paris SG 2,0 - 0,21,Paris IDF
144,144,Meaux,Les Mureaux,1 - 0,21,Paris IDF
145,145,Brétigny,Blanc-Mesnil,3 - 1,21,Paris IDF
146,146,Les Ulis,Linas-Monthléry,0 - 1,21,Paris IDF
147,147,Colombes,Créteil 2,2 - 1,22,Paris IDF
148,148,Aubervilliers,Meaux,1 - 0,22,Paris IDF
149,149,Blanc-Mesnil,Drancy,2 - 0,22,Paris IDF
150,150,Linas-Monthléry,Paris FC 2,3 - 3,22,Paris IDF
151,151,Mantois 78,Les Ulis,0 - 1,22,Paris IDF
152,152,Paris SG 2,Brétigny,1 - 2,22,Paris IDF
153,153,Les Mureaux,Ivry,3 - 2,22,Paris IDF
154,154,Les Ulis,Blanc-Mesnil,1 - 1,23,Paris IDF
155,155,Paris FC 2,Mantois 78,3 - 2,23,Paris IDF
156,156,Créteil 2,Linas-Monthléry,0 - 1,23,Paris IDF
157,157,Drancy,Paris SG 2,2 - 0,23,Paris IDF
158,158,Ivry,Aubervilliers,1 - 3,23,Paris IDF
159,159,Meaux,Colombes,0 - 5,23,Paris IDF
160,160,Brétigny,Les Mureaux,1 - 1,23,Paris IDF
161,161,Colombes,Ivry,0 - 1,24,Paris IDF
162,162,Aubervilliers,Brétigny,1 - 1,24,Paris IDF
163,163,Blanc-Mesnil,Paris FC 2,2 - 3,24,Paris IDF
164,164,Mantois 78,Linas-Monthléry,4 - 1,24,Paris IDF
165,165,Meaux,Créteil 2,1 - 2,24,Paris IDF
166,166,Paris SG 2,Les Ulis,1 - 0,24,Paris IDF
167,167,Les Mureaux,Drancy,2 - 0,24,Paris IDF
168,168,Brétigny,Colombes,0 - 5,25,Paris IDF
169,169,Drancy,Aubervilliers,3 - 0,25,Paris IDF
170,170,Ivry,Meaux,0 - 1,25,Paris IDF
171,171,Les Ulis,Les Mureaux,2 - 1,25,Paris IDF
172,172,Linas-Monthléry,Blanc-Mesnil,2 - 2,25,Paris IDF
173,173,Mantois 78,Créteil 2,1 - 0,25,Paris IDF
174,174,Paris FC 2,Paris SG 2,1 - 1,25,Paris IDF
175,175,Aubervilliers,Les Ulis,1 - 2,26,Paris IDF
176,176,Blanc-Mesnil,Mantois 78,2 - 1,26,Paris IDF
177,177,Créteil 2,Ivry,2 - 2,26,Paris IDF
178,178,Les Mureaux,Paris FC 2,2 - 4,26,Paris IDF
179,179,Meaux,Brétigny,1 - 1,26,Paris IDF
180,180,Paris SG 2,Linas-Monthléry,3 - 2,26,Paris IDF
181,181,Colombes,Drancy,0 - 0,26,Paris IDF
0,0,Chambéry,Bourgoin-Jailleu,0 - 3,1,Auvergne Rh Alpes
1,1,Clermont Foot (2),Aurillac Fc2a,2 - 2,1,Auvergne Rh Alpes
2,2,Limonest,Lyon Duchère 2,1 - 2,1,Auvergne Rh Alpes
3,3,Montluçon,Moulins,1 - 0,1,Auvergne Rh Alpes
4,4,Saint-Étienne (2),Velay FC,1 - 0,1,Auvergne Rh Alpes
5,5,Thonon Evian,Ain Sud Foot,3 - 0,1,Auvergne Rh Alpes
6,6,Vaulx-en-Velin,Haut lyonnais,0 - 2,1,Auvergne Rh Alpes
7,7,Lyon Duchère 2,Clermont Foot (2),1 - 3,2,Auvergne Rh Alpes
8,8,Haut lyonnais,Limonest,1 - 0,2,Auvergne Rh Alpes
9,9,Bourgoin-Jailleu,Saint-Étienne (2),2 - 0,2,Auvergne Rh Alpes
10,10,Velay FC,Montluçon,2 - 4,2,Auvergne Rh Alpes
11,11,Ain Sud Foot,Aurillac Fc2a,2 - 2,2,Auvergne Rh Alpes
12,12,Moulins,Vaulx-en-Velin,0 - 3,2,Auvergne Rh Alpes
13,13,Thonon Evian,Chambéry,3 - 2,2,Auvergne Rh Alpes
14,14,Aurillac Fc2a,Lyon Duchère 2,1 - 2,3,Auvergne Rh Alpes
15,15,Clermont Foot (2),Haut lyonnais,1 - 1,3,Auvergne Rh Alpes
16,16,Montluçon,Bourgoin-Jailleu,3 - 1,3,Auvergne Rh Alpes
17,17,Vaulx-en-Velin,Velay FC,3 - 0,3,Auvergne Rh Alpes
18,18,Limonest,Moulins,4 - 0,3,Auvergne Rh Alpes
19,19,Chambéry,Ain Sud Foot,3 - 0,3,Auvergne Rh Alpes
20,20,Saint-Étienne (2),Thonon Evian,3 - 3,3,Auvergne Rh Alpes
21,21,Haut lyonnais,Aurillac Fc2a,4 - 2,4,Auvergne Rh Alpes
22,22,Velay FC,Limonest,2 - 0,4,Auvergne Rh Alpes
23,23,Bourgoin-Jailleu,Vaulx-en-Velin,3 - 0,4,Auvergne Rh Alpes
24,24,Ain Sud Foot,Lyon Duchère 2,0 - 0,4,Auvergne Rh Alpes
25,25,Chambéry,Saint-Étienne (2),1 - 1,4,Auvergne Rh Alpes
26,26,Moulins,Clermont Foot (2),1 - 4,4,Auvergne Rh Alpes
27,27,Thonon Evian,Montluçon,0 - 0,4,Auvergne Rh Alpes
28,28,Aurillac Fc2a,Moulins,4 - 1,5,Auvergne Rh Alpes
29,29,Clermont Foot (2),Velay FC,3 - 1,5,Auvergne Rh Alpes
30,30,Limonest,Bourgoin-Jailleu,0 - 0,5,Auvergne Rh Alpes
31,31,Lyon Duchère 2,Haut lyonnais,1 - 3,5,Auvergne Rh Alpes
32,32,Montluçon,Chambéry,2 - 2,5,Auvergne Rh Alpes
33,33,Vaulx-en-Velin,Thonon Evian,0 - 4,5,Auvergne Rh Alpes
34,34,Saint-Étienne (2),Ain Sud Foot,2 - 0,5,Auvergne Rh Alpes
35,35,Saint-Étienne (2),Montluçon,2 - 0,6,Auvergne Rh Alpes
36,36,Velay FC,Aurillac Fc2a,0 - 2,6,Auvergne Rh Alpes
37,37,Bourgoin-Jailleu,Clermont Foot (2),2 - 2,6,Auvergne Rh Alpes
38,38,Ain Sud Foot,Haut lyonnais,2 - 0,6,Auvergne Rh Alpes
39,39,Chambéry,Vaulx-en-Velin,3 - 1,6,Auvergne Rh Alpes
40,40,Moulins,Lyon Duchère 2,0 - 0,6,Auvergne Rh Alpes
41,41,Thonon Evian,Limonest,2 - 3,6,Auvergne Rh Alpes
42,42,Haut lyonnais,Moulins,4 - 1,7,Auvergne Rh Alpes
43,43,Vaulx-en-Velin,Saint-Étienne (2),1 - 2,7,Auvergne Rh Alpes
44,44,Lyon Duchère 2,Velay FC,1 - 0,7,Auvergne Rh Alpes
45,45,Aurillac Fc2a,Bourgoin-Jailleu,2 - 2,7,Auvergne Rh Alpes
46,46,Clermont Foot (2),Thonon Evian,1 - 3,7,Auvergne Rh Alpes
47,47,Limonest,Chambéry,2 - 0,7,Auvergne Rh Alpes
48,48,Montluçon,Ain Sud Foot,0 - 4,7,Auvergne Rh Alpes
49,49,Thonon Evian,Aurillac Fc2a,3 - 3,8,Auvergne Rh Alpes
50,50,Ain Sud Foot,Moulins,2 - 2,8,Auvergne Rh Alpes
51,51,Montluçon,Vaulx-en-Velin,0 - 1,8,Auvergne Rh Alpes
52,52,Saint-Étienne (2),Limonest,2 - 1,8,Auvergne Rh Alpes
53,53,Chambéry,Clermont Foot (2),4 - 0,8,Auvergne Rh Alpes
54,54,Bourgoin-Jailleu,Lyon Duchère 2,3 - 0,8,Auvergne Rh Alpes
55,55,Haut lyonnais,Velay FC,2 - 1,8,Auvergne Rh Alpes
56,56,Haut lyonnais,Bourgoin-Jailleu,2 - 3,9,Auvergne Rh Alpes
57,57,Clermont Foot (2),Saint-Étienne (2),0 - 1,9,Auvergne Rh Alpes
58,58,Limonest,Montluçon,0 - 0,9,Auvergne Rh Alpes
59,59,Aurillac Fc2a,Chambéry,0 - 0,9,Auvergne Rh Alpes
60,60,Lyon Duchère 2,Thonon Evian,0 - 2,9,Auvergne Rh Alpes
61,61,Vaulx-en-Velin,Ain Sud Foot,1 - 4,9,Auvergne Rh Alpes
62,62,Moulins,Velay FC,3 - 0,9,Auvergne Rh Alpes
63,63,Ain Sud Foot,Velay FC,2 - 0,10,Auvergne Rh Alpes
64,64,Chambéry,Lyon Duchère 2,2 - 1,10,Auvergne Rh Alpes
65,65,Montluçon,Clermont Foot (2),4 - 2,10,Auvergne Rh Alpes
66,66,Vaulx-en-Velin,Limonest,1 - 1,10,Auvergne Rh Alpes
67,67,Saint-Étienne (2),Aurillac Fc2a,4 - 0,10,Auvergne Rh Alpes
68,68,Thonon Evian,Haut lyonnais,2 - 1,10,Auvergne Rh Alpes
69,69,Bourgoin-Jailleu,Moulins,2 - 1,10,Auvergne Rh Alpes
70,70,Haut lyonnais,Chambéry,1 - 0,11,Auvergne Rh Alpes
71,71,Clermont Foot (2),Vaulx-en-Velin,0 - 0,11,Auvergne Rh Alpes
72,72,Limonest,Ain Sud Foot,0 - 2,11,Auvergne Rh Alpes
73,73,Lyon Duchère 2,Saint-Étienne (2),1 - 1,11,Auvergne Rh Alpes
74,74,Moulins,Thonon Evian,0 - 5,11,Auvergne Rh Alpes
75,75,Aurillac Fc2a,Montluçon,2 - 0,11,Auvergne Rh Alpes
76,76,Bourgoin-Jailleu,Velay FC,2 - 2,11,Auvergne Rh Alpes
77,77,Limonest,Clermont Foot (2),2 - 4,12,Auvergne Rh Alpes
78,78,Thonon Evian,Velay FC,3 - 0,12,Auvergne Rh Alpes
79,79,Ain Sud Foot,Bourgoin-Jailleu,0 - 0,12,Auvergne Rh Alpes
80,80,Chambéry,Moulins,3 - 0,12,Auvergne Rh Alpes
81,81,Montluçon,Lyon Duchère 2,3 - 1,12,Auvergne Rh Alpes
82,82,Vaulx-en-Velin,Aurillac Fc2a,2 - 0,12,Auvergne Rh Alpes
83,83,Saint-Étienne (2),Haut lyonnais,1 - 0,12,Auvergne Rh Alpes
84,84,Haut lyonnais,Montluçon,2 - 5,13,Auvergne Rh Alpes
85,85,Bourgoin-Jailleu,Thonon Evian,0 - 3,13,Auvergne Rh Alpes
86,86,Ain Sud Foot,Clermont Foot (2),2 - 0,13,Auvergne Rh Alpes
87,87,Aurillac Fc2a,Limonest,2 - 1,13,Auvergne Rh Alpes
88,88,Lyon Duchère 2,Vaulx-en-Velin,0 - 0,13,Auvergne Rh Alpes
89,89,Moulins,Saint-Étienne (2),3 - 3,13,Auvergne Rh Alpes
90,90,Velay FC,Chambéry,1 - 1,13,Auvergne Rh Alpes
91,91,Limonest,Haut lyonnais,2 - 1,14,Auvergne Rh Alpes
92,92,Clermont Foot (2),Lyon Duchère 2,2 - 1,14,Auvergne Rh Alpes
93,93,Aurillac Fc2a,Ain Sud Foot,1 - 2,14,Auvergne Rh Alpes
94,94,Chambéry,Thonon Evian,2 - 3,14,Auvergne Rh Alpes
95,95,Montluçon,Velay FC,1 - 1,14,Auvergne Rh Alpes
96,96,Vaulx-en-Velin,Moulins,5 - 0,14,Auvergne Rh Alpes
97,97,Saint-Étienne (2),Bourgoin-Jailleu,1 - 3,14,Auvergne Rh Alpes
98,98,Haut lyonnais,Clermont Foot (2),1 - 1,15,Auvergne Rh Alpes
99,99,Velay FC,Vaulx-en-Velin,0 - 1,15,Auvergne Rh Alpes
100,100,Bourgoin-Jailleu,Montluçon,2 - 0,15,Auvergne Rh Alpes
101,101,Ain Sud Foot,Chambéry,1 - 0,15,Auvergne Rh Alpes
102,102,Lyon Duchère 2,Aurillac Fc2a,5 - 1,15,Auvergne Rh Alpes
103,103,Thonon Evian,Saint-Étienne (2),1 - 0,15,Auvergne Rh Alpes
104,104,Moulins,Limonest,0 - 0,15,Auvergne Rh Alpes
105,105,Limonest,Velay FC,3 - 1,16,Auvergne Rh Alpes
106,106,Aurillac Fc2a,Haut lyonnais,2 - 3,16,Auvergne Rh Alpes
107,107,Clermont Foot (2),Moulins,0 - 1,16,Auvergne Rh Alpes
108,108,Lyon Duchère 2,Ain Sud Foot,0 - 0,16,Auvergne Rh Alpes
109,109,Montluçon,Thonon Evian,0 - 0,16,Auvergne Rh Alpes
110,110,Vaulx-en-Velin,Bourgoin-Jailleu,2 - 3,16,Auvergne Rh Alpes
111,111,Saint-Étienne (2),Chambéry,0 - 2,16,Auvergne Rh Alpes
112,112,Thonon Evian,Vaulx-en-Velin,2 - 2,17,Auvergne Rh Alpes
113,113,Velay FC,Clermont Foot (2),1 - 0,17,Auvergne Rh Alpes
114,114,Bourgoin-Jailleu,Limonest,1 - 1,17,Auvergne Rh Alpes
115,115,Ain Sud Foot,Saint-Étienne (2),1 - 1,17,Auvergne Rh Alpes
116,116,Chambéry,Montluçon,3 - 0,17,Auvergne Rh Alpes
117,117,Moulins,Aurillac Fc2a,1 - 1,17,Auvergne Rh Alpes
118,118,Haut lyonnais,Lyon Duchère 2,1 - 1,17,Auvergne Rh Alpes
119,119,Haut lyonnais,Ain Sud Foot,1 - 0,18,Auvergne Rh Alpes
120,120,Limonest,Thonon Evian,1 - 2,18,Auvergne Rh Alpes
121,121,Aurillac Fc2a,Velay FC,0 - 1,18,Auvergne Rh Alpes
122,122,Clermont Foot (2),Bourgoin-Jailleu,0 - 2,18,Auvergne Rh Alpes
123,123,Lyon Duchère 2,Moulins,5 - 0,18,Auvergne Rh Alpes
124,124,Montluçon,Saint-Étienne (2),1 - 2,18,Auvergne Rh Alpes
125,125,Vaulx-en-Velin,Chambéry,1 - 0,18,Auvergne Rh Alpes
126,126,Ain Sud Foot,Montluçon,2 - 0,19,Auvergne Rh Alpes
127,127,Chambéry,Limonest,4 - 1,19,Auvergne Rh Alpes
128,128,Moulins,Haut lyonnais,2 - 3,19,Auvergne Rh Alpes
129,129,Bourgoin-Jailleu,Aurillac Fc2a,2 - 1,19,Auvergne Rh Alpes
130,130,Velay FC,Lyon Duchère 2,1 - 0,19,Auvergne Rh Alpes
131,131,Thonon Evian,Clermont Foot (2),1 - 2,19,Auvergne Rh Alpes
132,132,Saint-Étienne (2),Vaulx-en-Velin,5 - 1,19,Auvergne Rh Alpes
133,133,Lyon Duchère 2,Bourgoin-Jailleu,1 - 0,20,Auvergne Rh Alpes
134,134,Velay FC,Haut lyonnais,1 - 1,20,Auvergne Rh Alpes
135,135,Aurillac Fc2a,Thonon Evian,1 - 2,20,Auvergne Rh Alpes
136,136,Limonest,Saint-Étienne (2),1 - 1,20,Auvergne Rh Alpes
137,137,Vaulx-en-Velin,Montluçon,2 - 2,20,Auvergne Rh Alpes
138,138,Moulins,Ain Sud Foot,1 - 3,20,Auvergne Rh Alpes
139,139,Clermont Foot (2),Chambéry,1 - 2,20,Auvergne Rh Alpes
140,140,Bourgoin-Jailleu,Haut lyonnais,2 - 2,21,Auvergne Rh Alpes
141,141,Velay FC,Moulins,2 - 1,21,Auvergne Rh Alpes
142,142,Ain Sud Foot,Vaulx-en-Velin,0 - 0,21,Auvergne Rh Alpes
143,143,Chambéry,Aurillac Fc2a,4 - 1,21,Auvergne Rh Alpes
144,144,Montluçon,Limonest,0 - 4,21,Auvergne Rh Alpes
145,145,Thonon Evian,Lyon Duchère 2,1 - 0,21,Auvergne Rh Alpes
146,146,Saint-Étienne (2),Clermont Foot (2),1 - 0,21,Auvergne Rh Alpes
147,147,Haut lyonnais,Thonon Evian,3 - 1,22,Auvergne Rh Alpes
148,148,Velay FC,Ain Sud Foot,1 - 1,22,Auvergne Rh Alpes
149,149,Aurillac Fc2a,Saint-Étienne (2),2 - 2,22,Auvergne Rh Alpes
150,150,Clermont Foot (2),Montluçon,5 - 2,22,Auvergne Rh Alpes
151,151,Limonest,Vaulx-en-Velin,2 - 2,22,Auvergne Rh Alpes
152,152,Lyon Duchère 2,Chambéry,1 - 2,22,Auvergne Rh Alpes
153,153,Moulins,Bourgoin-Jailleu,3 - 2,22,Auvergne Rh Alpes
154,154,Saint-Étienne (2),Lyon Duchère 2,3 - 1,23,Auvergne Rh Alpes
155,155,Velay FC,Bourgoin-Jailleu,1 - 2,23,Auvergne Rh Alpes
156,156,Ain Sud Foot,Limonest,3 - 1,23,Auvergne Rh Alpes
157,157,Chambéry,Haut lyonnais,5 - 2,23,Auvergne Rh Alpes
158,158,Montluçon,Aurillac Fc2a,5 - 0,23,Auvergne Rh Alpes
159,159,Thonon Evian,Moulins,5 - 0,23,Auvergne Rh Alpes
160,160,Vaulx-en-Velin,Clermont Foot (2),7 - 2,23,Auvergne Rh Alpes
161,161,Bourgoin-Jailleu,Ain Sud Foot,1 - 2,24,Auvergne Rh Alpes
162,162,Haut lyonnais,Saint-Étienne (2),0 - 0,24,Auvergne Rh Alpes
163,163,Clermont Foot (2),Limonest,2 - 3,24,Auvergne Rh Alpes
164,164,Aurillac Fc2a,Vaulx-en-Velin,0 - 2,24,Auvergne Rh Alpes
165,165,Lyon Duchère 2,Montluçon,0 - 0,24,Auvergne Rh Alpes
166,166,Velay FC,Thonon Evian,0 - 0,24,Auvergne Rh Alpes
167,167,Moulins,Chambéry,2 - 4,24,Auvergne Rh Alpes
168,168,Chambéry,Velay FC,4 - 3,25,Auvergne Rh Alpes
169,169,Clermont Foot (2),Ain Sud Foot,1 - 4,25,Auvergne Rh Alpes
